distid,createdts,sn,stations_bs,stations_br,stations_mode,stations_signal_strength,stations_tx_link_rate,stations_max_tx_phy_rate,stations_link_rate,stations_max_rx_phy_rate,stations_airtime_utilization,stations_station_name,connect_type,stations_parent_id
DEV_005_2024-11-12 06:00:00,2024-11-12 06:00:00,DEV_005,41,67,55,94,35,58,69,94,1,Station_9,5G_H_iptv,PARENT_1
DEV_005_2024-11-12 08:00:00,2024-11-12 08:00:00,DEV_005,68,46,84,88,37,77,77,19,81,Station_4,5G_iptv,PARENT_8
DEV_005_2024-11-12 10:00:00,2024-11-12 10:00:00,DEV_005,97,93,72,21,54,10,49,1,32,Station_8,6G_guest,PARENT_8
DEV_005_2024-11-12 12:00:00,2024-11-12 12:00:00,DEV_005,52,27,15,61,89,62,1,4,39,Station_3,6G,PARENT_4
DEV_005_2024-11-12 14:00:00,2024-11-12 14:00:00,DEV_005,42,63,88,81,30,7,54,97,59,Station_4,5G_H,PARENT_2
DEV_005_2024-11-12 16:00:00,2024-11-12 16:00:00,DEV_005,29,59,34,53,81,40,58,84,29,Station_6,2.4G_guest,PARENT_5
DEV_005_2024-11-12 18:00:00,2024-11-12 18:00:00,DEV_005,91,70,49,6,7,36,70,98,1,Station_6,MoCA,PARENT_4
DEV_005_2024-11-12 20:00:00,2024-11-12 20:00:00,DEV_005,32,32,6,6,72,11,29,33,1,Station_8,6G_iptv,PARENT_5
DEV_005_2024-11-12 22:00:00,2024-11-12 22:00:00,DEV_005,37,93,26,41,90,96,42,60,88,Station_3,6G_iptv,PARENT_9
DEV_005_2024-11-13 00:00:00,2024-11-13 00:00:00,DEV_005,69,65,98,32,13,17,66,21,85,Station_6,5G_guest,PARENT_9
DEV_005_2024-11-13 02:00:00,2024-11-13 02:00:00,DEV_005,76,71,88,21,9,96,66,71,2,Station_8,6G_iptv,PARENT_5
DEV_005_2024-11-13 04:00:00,2024-11-13 04:00:00,DEV_005,56,79,99,51,70,59,71,11,3,Station_2,5G,PARENT_3
DEV_005_2024-11-13 06:00:00,2024-11-13 06:00:00,DEV_005,7,11,63,67,56,43,56,45,60,Station_1,6G_guest,PARENT_7
DEV_005_2024-11-13 08:00:00,2024-11-13 08:00:00,DEV_005,96,57,52,4,99,17,35,42,60,Station_1,Ether,PARENT_1
DEV_005_2024-11-13 10:00:00,2024-11-13 10:00:00,DEV_005,72,73,7,65,52,41,16,66,72,Station_6,5G_H_iptv,PARENT_8
DEV_005_2024-11-13 12:00:00,2024-11-13 12:00:00,DEV_005,27,18,63,80,26,22,58,1,96,Station_6,6G,PARENT_6
DEV_005_2024-11-13 14:00:00,2024-11-13 14:00:00,DEV_005,44,33,94,83,33,54,25,6,48,Station_6,Ether,PARENT_1
DEV_005_2024-11-13 16:00:00,2024-11-13 16:00:00,DEV_005,20,29,75,73,16,80,33,55,19,Station_9,Ether,PARENT_2
DEV_005_2024-11-13 18:00:00,2024-11-13 18:00:00,DEV_005,64,24,32,3,13,94,87,94,12,Station_6,5G_H,PARENT_8
DEV_005_2024-11-13 20:00:00,2024-11-13 20:00:00,DEV_005,94,81,15,50,88,96,88,67,45,Station_1,2.4G_guest,PARENT_5
DEV_005_2024-11-13 22:00:00,2024-11-13 22:00:00,DEV_005,12,85,83,19,2,33,37,10,32,Station_1,5G,PARENT_4
DEV_005_2024-11-14 00:00:00,2024-11-14 00:00:00,DEV_005,77,58,80,13,93,88,18,8,69,Station_3,5G_guest,PARENT_1
DEV_005_2024-11-14 02:00:00,2024-11-14 02:00:00,DEV_005,51,57,43,42,29,86,98,55,70,Station_9,6G,PARENT_1
DEV_005_2024-11-14 04:00:00,2024-11-14 04:00:00,DEV_005,78,84,27,3,81,68,42,77,54,Station_1,5G_H_guest,PARENT_5
DEV_005_2024-11-14 06:00:00,2024-11-14 06:00:00,DEV_005,67,47,89,59,1,14,98,40,67,Station_9,5G,PARENT_9
DEV_005_2024-11-14 08:00:00,2024-11-14 08:00:00,DEV_005,64,60,33,5,76,52,75,33,16,Station_3,5G,PARENT_8
DEV_005_2024-11-14 10:00:00,2024-11-14 10:00:00,DEV_005,62,19,11,85,73,18,12,43,87,Station_2,5G_guest,PARENT_8
DEV_005_2024-11-14 12:00:00,2024-11-14 12:00:00,DEV_005,77,35,57,56,28,62,99,87,15,Station_8,MoCA,PARENT_3
DEV_005_2024-11-14 14:00:00,2024-11-14 14:00:00,DEV_005,58,76,9,39,97,21,95,60,94,Station_3,Ether,PARENT_1
DEV_005_2024-11-14 16:00:00,2024-11-14 16:00:00,DEV_005,98,65,25,99,58,10,97,78,6,Station_2,2.4G_guest,PARENT_5
DEV_005_2024-11-14 18:00:00,2024-11-14 18:00:00,DEV_005,2,64,14,69,74,78,82,98,81,Station_6,MoCA,PARENT_4
DEV_005_2024-11-14 20:00:00,2024-11-14 20:00:00,DEV_005,54,60,4,54,87,21,25,51,15,Station_2,6G_iptv,PARENT_1
DEV_005_2024-11-14 22:00:00,2024-11-14 22:00:00,DEV_005,21,44,61,24,89,35,23,68,55,Station_5,5G_guest,PARENT_8
DEV_005_2024-11-15 00:00:00,2024-11-15 00:00:00,DEV_005,90,61,89,8,70,62,98,3,16,Station_6,MoCA,PARENT_5
DEV_005_2024-11-15 02:00:00,2024-11-15 02:00:00,DEV_005,3,65,71,24,20,34,46,72,89,Station_4,5G_guest,PARENT_5
DEV_005_2024-11-15 04:00:00,2024-11-15 04:00:00,DEV_005,61,25,76,43,20,82,33,33,39,Station_5,2.4G_guest,PARENT_9
DEV_005_2024-11-15 06:00:00,2024-11-15 06:00:00,DEV_005,18,74,17,5,64,28,33,38,85,Station_7,6G,PARENT_1
DEV_005_2024-11-15 08:00:00,2024-11-15 08:00:00,DEV_005,3,77,26,70,89,35,19,50,35,Station_6,5G,PARENT_9
DEV_005_2024-11-15 10:00:00,2024-11-15 10:00:00,DEV_005,26,10,46,28,83,19,36,18,26,Station_1,5G_iptv,PARENT_8
DEV_005_2024-11-15 12:00:00,2024-11-15 12:00:00,DEV_005,5,72,30,8,36,74,27,15,84,Station_6,Ether,PARENT_7
DEV_005_2024-11-15 14:00:00,2024-11-15 14:00:00,DEV_005,39,76,43,82,35,51,38,91,72,Station_3,2.4G_guest,PARENT_9
DEV_005_2024-11-15 16:00:00,2024-11-15 16:00:00,DEV_005,44,8,72,1,25,71,32,62,10,Station_4,6G_iptv,PARENT_6
DEV_005_2024-11-15 18:00:00,2024-11-15 18:00:00,DEV_005,17,11,47,56,41,16,25,30,76,Station_9,6G_iptv,PARENT_1
DEV_005_2024-11-15 20:00:00,2024-11-15 20:00:00,DEV_005,90,90,76,42,63,95,26,38,28,Station_6,MoCA,PARENT_2
DEV_005_2024-11-15 22:00:00,2024-11-15 22:00:00,DEV_005,91,42,8,50,10,73,52,11,4,Station_5,5G_iptv,PARENT_1
DEV_005_2024-11-16 00:00:00,2024-11-16 00:00:00,DEV_005,9,6,93,69,49,1,18,14,12,Station_4,5G_H,PARENT_6
DEV_005_2024-11-16 02:00:00,2024-11-16 02:00:00,DEV_005,60,84,87,81,65,53,39,49,78,Station_2,6G,PARENT_7
DEV_005_2024-11-16 04:00:00,2024-11-16 04:00:00,DEV_005,97,13,27,62,12,63,3,4,15,Station_8,5G_H_guest,PARENT_6
DEV_005_2024-11-16 06:00:00,2024-11-16 06:00:00,DEV_005,75,93,16,77,75,98,82,57,41,Station_7,2.4G_guest,PARENT_4
DEV_005_2024-11-16 08:00:00,2024-11-16 08:00:00,DEV_005,18,29,58,93,22,55,23,93,44,Station_6,6G_guest,PARENT_6
DEV_005_2024-11-16 10:00:00,2024-11-16 10:00:00,DEV_005,88,5,87,34,12,75,67,88,93,Station_9,5G_H,PARENT_2
DEV_005_2024-11-16 12:00:00,2024-11-16 12:00:00,DEV_005,93,58,37,80,60,41,72,36,78,Station_7,6G,PARENT_3
DEV_005_2024-11-16 14:00:00,2024-11-16 14:00:00,DEV_005,51,54,77,29,67,8,61,56,78,Station_7,2.4G_guest,PARENT_1
DEV_005_2024-11-16 16:00:00,2024-11-16 16:00:00,DEV_005,21,45,12,95,73,7,45,35,40,Station_5,5G_H_iptv,PARENT_2
DEV_005_2024-11-16 18:00:00,2024-11-16 18:00:00,DEV_005,34,54,99,80,51,32,79,74,12,Station_6,5G_iptv,PARENT_1
DEV_005_2024-11-16 20:00:00,2024-11-16 20:00:00,DEV_005,87,97,70,46,32,83,36,30,3,Station_5,Ether,PARENT_2
DEV_005_2024-11-16 22:00:00,2024-11-16 22:00:00,DEV_005,80,4,68,43,7,82,43,37,99,Station_2,5G,PARENT_3
DEV_005_2024-11-17 00:00:00,2024-11-17 00:00:00,DEV_005,35,15,80,27,76,69,53,67,75,Station_7,5G_guest,PARENT_7
DEV_005_2024-11-17 02:00:00,2024-11-17 02:00:00,DEV_005,4,16,7,27,67,3,32,48,68,Station_1,Ether,PARENT_3
DEV_005_2024-11-17 04:00:00,2024-11-17 04:00:00,DEV_005,28,43,80,22,64,30,41,39,74,Station_9,6G,PARENT_7
DEV_005_2024-11-17 06:00:00,2024-11-17 06:00:00,DEV_005,22,20,5,22,81,18,79,94,76,Station_2,5G_iptv,PARENT_3
DEV_005_2024-11-17 08:00:00,2024-11-17 08:00:00,DEV_005,44,78,36,37,78,23,53,79,62,Station_7,5G_H_guest,PARENT_1
DEV_005_2024-11-17 10:00:00,2024-11-17 10:00:00,DEV_005,57,49,38,76,51,58,24,78,42,Station_7,2.4G_guest,PARENT_4
DEV_005_2024-11-17 12:00:00,2024-11-17 12:00:00,DEV_005,93,44,54,47,7,5,97,52,77,Station_5,5G,PARENT_2
DEV_005_2024-11-17 14:00:00,2024-11-17 14:00:00,DEV_005,66,77,38,56,63,30,46,70,67,Station_3,6G,PARENT_5
DEV_005_2024-11-17 16:00:00,2024-11-17 16:00:00,DEV_005,83,59,50,80,68,52,45,9,64,Station_8,MoCA,PARENT_7
DEV_005_2024-11-17 18:00:00,2024-11-17 18:00:00,DEV_005,90,9,12,92,69,80,19,87,8,Station_6,Ether,PARENT_9
DEV_005_2024-11-17 20:00:00,2024-11-17 20:00:00,DEV_005,79,14,7,89,2,48,70,73,56,Station_5,5G_H_iptv,PARENT_2
DEV_005_2024-11-17 22:00:00,2024-11-17 22:00:00,DEV_005,7,96,40,27,77,2,13,4,68,Station_7,2.4G_guest,PARENT_9
DEV_005_2024-11-18 00:00:00,2024-11-18 00:00:00,DEV_005,57,27,64,20,80,4,73,71,47,Station_4,5G_H_guest,PARENT_9
DEV_005_2024-11-18 02:00:00,2024-11-18 02:00:00,DEV_005,61,96,65,73,40,83,40,98,54,Station_2,5G_iptv,PARENT_1
DEV_005_2024-11-18 04:00:00,2024-11-18 04:00:00,DEV_005,36,56,87,64,93,87,47,87,42,Station_7,6G,PARENT_7
DEV_005_2024-11-18 06:00:00,2024-11-18 06:00:00,DEV_005,87,85,71,85,45,84,32,39,54,Station_6,5G,PARENT_2
DEV_005_2024-11-18 08:00:00,2024-11-18 08:00:00,DEV_005,6,8,66,40,63,84,42,77,72,Station_9,6G_guest,PARENT_7
DEV_005_2024-11-18 10:00:00,2024-11-18 10:00:00,DEV_005,1,97,43,13,98,11,93,91,35,Station_6,5G_H_guest,PARENT_8
DEV_005_2024-11-18 12:00:00,2024-11-18 12:00:00,DEV_005,45,51,15,59,66,14,14,41,24,Station_5,Ether,PARENT_5
DEV_005_2024-11-18 14:00:00,2024-11-18 14:00:00,DEV_005,22,87,32,76,41,22,53,23,35,Station_9,5G,PARENT_9
DEV_005_2024-11-18 16:00:00,2024-11-18 16:00:00,DEV_005,94,67,55,31,54,36,35,14,22,Station_7,5G_H,PARENT_2
DEV_005_2024-11-18 18:00:00,2024-11-18 18:00:00,DEV_005,24,42,40,49,97,71,9,98,43,Station_4,2.4G,PARENT_2
DEV_005_2024-11-18 20:00:00,2024-11-18 20:00:00,DEV_005,21,90,9,61,34,70,33,79,82,Station_7,6G,PARENT_7
DEV_005_2024-11-18 22:00:00,2024-11-18 22:00:00,DEV_005,14,78,53,54,84,98,94,44,29,Station_7,6G,PARENT_5
DEV_005_2024-11-19 00:00:00,2024-11-19 00:00:00,DEV_005,89,94,34,46,19,30,8,86,94,Station_2,5G_iptv,PARENT_8
DEV_005_2024-11-19 02:00:00,2024-11-19 02:00:00,DEV_005,44,52,80,8,13,42,78,20,96,Station_3,5G_H,PARENT_2
DEV_005_2024-11-19 04:00:00,2024-11-19 04:00:00,DEV_005,87,49,66,92,69,89,1,51,86,Station_7,5G_guest,PARENT_7
DEV_005_2024-11-19 06:00:00,2024-11-19 06:00:00,DEV_005,88,26,78,95,91,22,49,46,17,Station_5,5G_H,PARENT_2
DEV_005_2024-11-19 08:00:00,2024-11-19 08:00:00,DEV_005,48,46,61,6,13,29,63,99,94,Station_2,2.4G_guest,PARENT_8
DEV_005_2024-11-19 10:00:00,2024-11-19 10:00:00,DEV_005,82,3,28,50,76,97,16,49,42,Station_3,MoCA,PARENT_8
DEV_005_2024-11-19 12:00:00,2024-11-19 12:00:00,DEV_005,1,51,78,9,99,16,73,76,31,Station_1,5G_guest,PARENT_7
DEV_005_2024-11-19 14:00:00,2024-11-19 14:00:00,DEV_005,30,45,89,29,52,29,86,68,73,Station_5,5G_H,PARENT_4
DEV_005_2024-11-19 16:00:00,2024-11-19 16:00:00,DEV_005,74,57,87,96,88,44,11,33,91,Station_7,2.4G_guest,PARENT_7
DEV_005_2024-11-19 18:00:00,2024-11-19 18:00:00,DEV_005,49,15,3,67,89,86,11,75,55,Station_8,5G,PARENT_4
DEV_005_2024-11-19 20:00:00,2024-11-19 20:00:00,DEV_005,22,58,46,75,23,98,34,50,47,Station_8,MoCA,PARENT_3
DEV_005_2024-11-19 22:00:00,2024-11-19 22:00:00,DEV_005,30,23,65,18,52,67,88,25,2,Station_6,5G_H_guest,PARENT_7
DEV_005_2024-11-20 00:00:00,2024-11-20 00:00:00,DEV_005,54,16,63,43,44,16,79,7,27,Station_2,5G_iptv,PARENT_6
DEV_005_2024-11-20 02:00:00,2024-11-20 02:00:00,DEV_005,62,61,62,62,13,59,83,26,17,Station_1,5G_H_guest,PARENT_9
DEV_005_2024-11-20 04:00:00,2024-11-20 04:00:00,DEV_005,13,69,98,19,93,93,91,76,54,Station_5,6G_iptv,PARENT_1
DEV_005_2024-11-20 06:00:00,2024-11-20 06:00:00,DEV_005,29,59,23,61,1,69,48,4,11,Station_4,5G_H,PARENT_2
DEV_005_2024-11-20 08:00:00,2024-11-20 08:00:00,DEV_005,62,9,31,51,50,81,77,30,26,Station_3,5G_guest,PARENT_3
DEV_005_2024-11-20 10:00:00,2024-11-20 10:00:00,DEV_005,22,49,55,86,63,96,71,64,88,Station_9,5G_H_guest,PARENT_6
DEV_005_2024-11-20 12:00:00,2024-11-20 12:00:00,DEV_005,24,44,7,53,23,65,37,69,23,Station_5,Ether,PARENT_5
DEV_005_2024-11-20 14:00:00,2024-11-20 14:00:00,DEV_005,18,40,18,18,79,59,75,76,65,Station_3,5G_H_iptv,PARENT_7
DEV_005_2024-11-20 16:00:00,2024-11-20 16:00:00,DEV_005,91,1,97,19,23,11,49,68,67,Station_9,5G_H,PARENT_7
DEV_005_2024-11-20 18:00:00,2024-11-20 18:00:00,DEV_005,9,15,1,75,23,9,6,12,54,Station_3,MoCA,PARENT_6
DEV_005_2024-11-20 20:00:00,2024-11-20 20:00:00,DEV_005,97,75,62,80,3,16,32,90,28,Station_9,MoCA,PARENT_3
DEV_005_2024-11-20 22:00:00,2024-11-20 22:00:00,DEV_005,19,97,17,9,46,12,33,79,29,Station_3,2.4G,PARENT_8
DEV_005_2024-11-21 00:00:00,2024-11-21 00:00:00,DEV_005,85,99,99,95,77,96,63,82,18,Station_7,2.4G,PARENT_5
DEV_005_2024-11-21 02:00:00,2024-11-21 02:00:00,DEV_005,98,44,29,49,80,57,94,89,37,Station_3,5G,PARENT_6
DEV_005_2024-11-21 04:00:00,2024-11-21 04:00:00,DEV_005,96,59,12,15,56,79,84,60,70,Station_3,5G,PARENT_6
DEV_005_2024-11-21 06:00:00,2024-11-21 06:00:00,DEV_005,27,99,97,83,40,36,69,20,98,Station_7,Ether,PARENT_7
DEV_005_2024-11-21 08:00:00,2024-11-21 08:00:00,DEV_005,58,92,39,86,41,50,59,56,53,Station_6,5G_H_guest,PARENT_2
DEV_005_2024-11-21 10:00:00,2024-11-21 10:00:00,DEV_005,30,55,85,61,40,73,36,13,46,Station_7,MoCA,PARENT_1
DEV_005_2024-11-21 12:00:00,2024-11-21 12:00:00,DEV_005,60,2,36,45,94,80,9,15,39,Station_7,6G,PARENT_6
DEV_005_2024-11-21 14:00:00,2024-11-21 14:00:00,DEV_005,79,4,16,11,96,22,65,54,90,Station_3,MoCA,PARENT_1
DEV_005_2024-11-21 16:00:00,2024-11-21 16:00:00,DEV_005,66,86,57,12,66,8,81,4,44,Station_1,5G_guest,PARENT_9
DEV_005_2024-11-21 18:00:00,2024-11-21 18:00:00,DEV_005,40,86,35,50,40,11,66,18,73,Station_6,Ether,PARENT_5
DEV_005_2024-11-21 20:00:00,2024-11-21 20:00:00,DEV_005,60,90,10,16,79,23,21,61,43,Station_4,5G,PARENT_9
DEV_005_2024-11-21 22:00:00,2024-11-21 22:00:00,DEV_005,16,75,33,86,89,33,98,15,65,Station_4,2.4G_guest,PARENT_1
DEV_005_2024-11-22 00:00:00,2024-11-22 00:00:00,DEV_005,92,32,8,36,83,56,88,3,14,Station_7,Ether,PARENT_4
DEV_005_2024-11-22 02:00:00,2024-11-22 02:00:00,DEV_005,96,35,32,80,1,52,13,75,75,Station_9,5G,PARENT_5
DEV_005_2024-11-22 04:00:00,2024-11-22 04:00:00,DEV_005,99,76,52,46,77,67,76,47,34,Station_4,5G_iptv,PARENT_4
DEV_005_2024-11-22 06:00:00,2024-11-22 06:00:00,DEV_005,50,68,41,43,49,71,47,57,67,Station_9,6G_guest,PARENT_9
DEV_005_2024-11-22 08:00:00,2024-11-22 08:00:00,DEV_005,85,46,25,3,30,86,2,9,58,Station_4,5G_H,PARENT_3
DEV_005_2024-11-22 10:00:00,2024-11-22 10:00:00,DEV_005,85,14,1,20,83,80,74,66,65,Station_8,5G_H_guest,PARENT_7
DEV_005_2024-11-22 12:00:00,2024-11-22 12:00:00,DEV_005,64,57,82,15,80,85,25,88,16,Station_1,5G_H_guest,PARENT_6
DEV_005_2024-11-22 14:00:00,2024-11-22 14:00:00,DEV_005,79,48,77,60,61,44,24,51,33,Station_6,5G_H,PARENT_4
DEV_005_2024-11-22 16:00:00,2024-11-22 16:00:00,DEV_005,36,10,67,22,85,38,46,67,29,Station_5,2.4G,PARENT_5
DEV_005_2024-11-22 18:00:00,2024-11-22 18:00:00,DEV_005,3,64,94,47,40,8,56,77,54,Station_4,5G_guest,PARENT_6
DEV_005_2024-11-22 20:00:00,2024-11-22 20:00:00,DEV_005,74,53,26,70,26,28,76,53,61,Station_8,2.4G_guest,PARENT_8
DEV_005_2024-11-22 22:00:00,2024-11-22 22:00:00,DEV_005,15,88,13,67,91,45,79,26,56,Station_7,5G_iptv,PARENT_1
DEV_005_2024-11-23 00:00:00,2024-11-23 00:00:00,DEV_005,21,14,13,32,12,63,52,74,22,Station_9,6G_guest,PARENT_4
DEV_005_2024-11-23 02:00:00,2024-11-23 02:00:00,DEV_005,93,71,35,93,80,72,51,59,73,Station_4,5G_H_iptv,PARENT_3
DEV_005_2024-11-23 04:00:00,2024-11-23 04:00:00,DEV_005,16,62,29,98,92,34,81,4,55,Station_4,Ether,PARENT_6
DEV_005_2024-11-23 06:00:00,2024-11-23 06:00:00,DEV_005,30,95,43,96,56,98,82,6,3,Station_8,2.4G,PARENT_6
DEV_005_2024-11-23 08:00:00,2024-11-23 08:00:00,DEV_005,17,51,27,37,26,78,60,88,21,Station_1,5G_H_iptv,PARENT_1
DEV_005_2024-11-23 10:00:00,2024-11-23 10:00:00,DEV_005,62,67,29,19,97,5,66,9,41,Station_9,2.4G_guest,PARENT_4
DEV_005_2024-11-23 12:00:00,2024-11-23 12:00:00,DEV_005,75,12,65,88,81,16,55,38,43,Station_8,5G,PARENT_8
DEV_005_2024-11-23 14:00:00,2024-11-23 14:00:00,DEV_005,70,46,9,67,23,31,34,35,48,Station_1,5G,PARENT_4
DEV_005_2024-11-23 16:00:00,2024-11-23 16:00:00,DEV_005,67,38,53,35,98,14,80,58,68,Station_9,5G_guest,PARENT_6
DEV_005_2024-11-23 18:00:00,2024-11-23 18:00:00,DEV_005,65,10,11,95,36,98,57,38,81,Station_4,6G,PARENT_5
DEV_005_2024-11-23 20:00:00,2024-11-23 20:00:00,DEV_005,18,39,36,40,7,76,19,37,8,Station_4,5G_iptv,PARENT_9
DEV_005_2024-11-23 22:00:00,2024-11-23 22:00:00,DEV_005,43,82,37,65,54,93,86,22,47,Station_8,5G_H_guest,PARENT_4
DEV_005_2024-11-24 00:00:00,2024-11-24 00:00:00,DEV_005,30,51,71,3,70,80,77,7,29,Station_7,6G,PARENT_2
DEV_005_2024-11-24 02:00:00,2024-11-24 02:00:00,DEV_005,88,26,45,54,38,9,70,54,47,Station_8,Ether,PARENT_2
DEV_005_2024-11-24 04:00:00,2024-11-24 04:00:00,DEV_005,96,90,31,21,93,78,64,49,47,Station_1,Ether,PARENT_4
DEV_005_2024-11-24 06:00:00,2024-11-24 06:00:00,DEV_005,39,76,48,3,14,86,26,35,87,Station_7,2.4G_guest,PARENT_5
DEV_005_2024-11-24 08:00:00,2024-11-24 08:00:00,DEV_005,53,64,26,90,94,29,96,61,14,Station_5,6G,PARENT_5
DEV_005_2024-11-24 10:00:00,2024-11-24 10:00:00,DEV_005,30,22,96,81,94,6,5,41,86,Station_7,6G_iptv,PARENT_2
DEV_005_2024-11-24 12:00:00,2024-11-24 12:00:00,DEV_005,53,40,61,80,14,22,68,81,3,Station_3,5G_H_guest,PARENT_6
DEV_005_2024-11-24 14:00:00,2024-11-24 14:00:00,DEV_005,7,13,96,55,2,37,77,93,77,Station_2,2.4G_guest,PARENT_1
DEV_005_2024-11-24 16:00:00,2024-11-24 16:00:00,DEV_005,11,50,41,73,4,43,79,31,2,Station_5,6G_guest,PARENT_2
DEV_005_2024-11-24 18:00:00,2024-11-24 18:00:00,DEV_005,87,75,36,25,71,50,72,22,36,Station_6,2.4G,PARENT_4
DEV_005_2024-11-24 20:00:00,2024-11-24 20:00:00,DEV_005,90,7,37,55,44,72,60,59,52,Station_4,6G,PARENT_3
DEV_005_2024-11-24 22:00:00,2024-11-24 22:00:00,DEV_005,2,17,85,84,30,48,2,79,66,Station_5,5G_H_guest,PARENT_5
DEV_005_2024-11-25 00:00:00,2024-11-25 00:00:00,DEV_005,65,25,25,48,11,97,19,18,7,Station_7,2.4G_guest,PARENT_5
DEV_005_2024-11-25 02:00:00,2024-11-25 02:00:00,DEV_005,41,77,91,6,77,63,18,27,87,Station_5,5G_H_guest,PARENT_2
DEV_005_2024-11-25 04:00:00,2024-11-25 04:00:00,DEV_005,80,21,33,92,30,1,69,33,75,Station_9,5G_H,PARENT_5
DEV_005_2024-11-25 06:00:00,2024-11-25 06:00:00,DEV_005,89,18,12,12,99,64,29,78,77,Station_3,2.4G_guest,PARENT_2
DEV_005_2024-11-25 08:00:00,2024-11-25 08:00:00,DEV_005,12,44,74,36,17,7,18,13,77,Station_8,6G_guest,PARENT_3
DEV_005_2024-11-25 10:00:00,2024-11-25 10:00:00,DEV_005,67,60,10,23,4,25,65,61,69,Station_5,6G,PARENT_7
DEV_005_2024-11-25 12:00:00,2024-11-25 12:00:00,DEV_005,49,61,88,87,72,30,31,16,92,Station_1,6G,PARENT_3
DEV_005_2024-11-25 14:00:00,2024-11-25 14:00:00,DEV_005,38,87,96,96,93,95,59,19,9,Station_5,5G_iptv,PARENT_7
DEV_005_2024-11-25 16:00:00,2024-11-25 16:00:00,DEV_005,85,20,13,57,20,47,77,7,34,Station_8,2.4G_guest,PARENT_5
DEV_005_2024-11-25 18:00:00,2024-11-25 18:00:00,DEV_005,53,81,63,30,68,4,37,39,36,Station_6,6G,PARENT_4
DEV_005_2024-11-25 20:00:00,2024-11-25 20:00:00,DEV_005,96,19,16,74,81,43,6,97,84,Station_4,6G_guest,PARENT_8
DEV_005_2024-11-25 22:00:00,2024-11-25 22:00:00,DEV_005,6,19,6,5,66,48,70,14,78,Station_8,5G_H,PARENT_6
DEV_005_2024-11-26 00:00:00,2024-11-26 00:00:00,DEV_005,3,29,48,8,49,7,24,5,84,Station_5,MoCA,PARENT_6
DEV_005_2024-11-26 02:00:00,2024-11-26 02:00:00,DEV_005,92,15,59,90,21,85,9,47,41,Station_8,5G_H_iptv,PARENT_9
DEV_005_2024-11-26 04:00:00,2024-11-26 04:00:00,DEV_005,85,98,31,66,16,35,49,31,76,Station_6,5G_iptv,PARENT_6
DEV_005_2024-11-26 06:00:00,2024-11-26 06:00:00,DEV_005,17,14,97,48,48,6,23,48,49,Station_8,5G,PARENT_3
DEV_005_2024-11-26 08:00:00,2024-11-26 08:00:00,DEV_005,38,28,31,58,54,17,22,64,13,Station_1,6G_guest,PARENT_5
DEV_005_2024-11-26 10:00:00,2024-11-26 10:00:00,DEV_005,47,85,6,10,58,40,14,23,71,Station_8,5G_iptv,PARENT_5
DEV_005_2024-11-26 12:00:00,2024-11-26 12:00:00,DEV_005,41,20,52,10,87,27,51,60,95,Station_6,5G_guest,PARENT_1
DEV_005_2024-11-26 14:00:00,2024-11-26 14:00:00,DEV_005,46,95,10,31,59,39,6,84,49,Station_9,5G,PARENT_9
DEV_005_2024-11-26 16:00:00,2024-11-26 16:00:00,DEV_005,39,36,34,72,14,57,49,87,76,Station_4,6G_guest,PARENT_8
DEV_005_2024-11-26 18:00:00,2024-11-26 18:00:00,DEV_005,77,33,34,32,55,29,27,77,86,Station_7,5G_iptv,PARENT_8
DEV_005_2024-11-26 20:00:00,2024-11-26 20:00:00,DEV_005,14,2,7,81,33,22,14,54,1,Station_8,5G_H_guest,PARENT_8
DEV_005_2024-11-26 22:00:00,2024-11-26 22:00:00,DEV_005,29,81,91,45,8,6,51,94,23,Station_9,6G,PARENT_3
DEV_005_2024-11-27 00:00:00,2024-11-27 00:00:00,DEV_005,12,67,40,65,17,18,10,59,12,Station_1,5G_guest,PARENT_9
DEV_005_2024-11-27 02:00:00,2024-11-27 02:00:00,DEV_005,8,17,79,6,71,50,96,43,9,Station_4,5G_H_iptv,PARENT_7
DEV_005_2024-11-27 04:00:00,2024-11-27 04:00:00,DEV_005,66,64,82,61,38,66,79,11,3,Station_9,6G_iptv,PARENT_7
DEV_005_2024-11-27 06:00:00,2024-11-27 06:00:00,DEV_005,63,10,88,32,68,7,93,45,46,Station_9,5G_iptv,PARENT_2
DEV_005_2024-11-27 08:00:00,2024-11-27 08:00:00,DEV_005,3,92,84,42,68,62,30,31,41,Station_6,5G_H_guest,PARENT_9
DEV_005_2024-11-27 10:00:00,2024-11-27 10:00:00,DEV_005,31,16,35,22,52,59,95,13,92,Station_1,2.4G,PARENT_7
DEV_005_2024-11-27 12:00:00,2024-11-27 12:00:00,DEV_005,59,39,71,89,48,65,50,46,35,Station_2,Ether,PARENT_3
DEV_005_2024-11-27 14:00:00,2024-11-27 14:00:00,DEV_005,94,55,37,25,28,24,98,21,11,Station_5,5G_H_guest,PARENT_9
DEV_005_2024-11-27 16:00:00,2024-11-27 16:00:00,DEV_005,16,11,14,43,79,86,42,86,89,Station_6,2.4G,PARENT_7
DEV_005_2024-11-27 18:00:00,2024-11-27 18:00:00,DEV_005,30,65,45,3,47,81,97,77,61,Station_8,5G_H,PARENT_9
DEV_005_2024-11-27 20:00:00,2024-11-27 20:00:00,DEV_005,26,70,76,8,93,20,13,45,8,Station_2,5G_H_iptv,PARENT_4
