distid,createdts,sn,event_type,event_action
DEV_005_2024-11-14 02:00:00,2024-11-14 02:00:00,DEV_005,80,37
DEV_005_2024-11-14 04:00:00,2024-11-14 04:00:00,DEV_005,27,87
DEV_005_2024-11-14 06:00:00,2024-11-14 06:00:00,DEV_005,80,26
DEV_005_2024-11-14 08:00:00,2024-11-14 08:00:00,DEV_005,84,77
DEV_005_2024-11-14 10:00:00,2024-11-14 10:00:00,DEV_005,28,23
DEV_005_2024-11-14 12:00:00,2024-11-14 12:00:00,DEV_005,53,93
DEV_005_2024-11-14 14:00:00,2024-11-14 14:00:00,DEV_005,48,67
DEV_005_2024-11-14 16:00:00,2024-11-14 16:00:00,DEV_005,88,81
DEV_005_2024-11-14 18:00:00,2024-11-14 18:00:00,DEV_005,66,26
DEV_005_2024-11-14 20:00:00,2024-11-14 20:00:00,DEV_005,32,29
DEV_005_2024-11-14 22:00:00,2024-11-14 22:00:00,DEV_005,6,33
DEV_005_2024-11-15 00:00:00,2024-11-15 00:00:00,DEV_005,41,18
DEV_005_2024-11-15 02:00:00,2024-11-15 02:00:00,DEV_005,47,90
DEV_005_2024-11-15 04:00:00,2024-11-15 04:00:00,DEV_005,13,84
DEV_005_2024-11-15 06:00:00,2024-11-15 06:00:00,DEV_005,41,74
DEV_005_2024-11-15 08:00:00,2024-11-15 08:00:00,DEV_005,74,84
DEV_005_2024-11-15 10:00:00,2024-11-15 10:00:00,DEV_005,14,33
DEV_005_2024-11-15 12:00:00,2024-11-15 12:00:00,DEV_005,2,20
DEV_005_2024-11-15 14:00:00,2024-11-15 14:00:00,DEV_005,18,80
DEV_005_2024-11-15 16:00:00,2024-11-15 16:00:00,DEV_005,84,17
DEV_005_2024-11-15 18:00:00,2024-11-15 18:00:00,DEV_005,24,49
DEV_005_2024-11-15 20:00:00,2024-11-15 20:00:00,DEV_005,45,56
DEV_005_2024-11-15 22:00:00,2024-11-15 22:00:00,DEV_005,64,39
DEV_005_2024-11-16 00:00:00,2024-11-16 00:00:00,DEV_005,51,97
DEV_005_2024-11-16 02:00:00,2024-11-16 02:00:00,DEV_005,31,50
DEV_005_2024-11-16 04:00:00,2024-11-16 04:00:00,DEV_005,39,55
DEV_005_2024-11-16 06:00:00,2024-11-16 06:00:00,DEV_005,36,2
DEV_005_2024-11-16 08:00:00,2024-11-16 08:00:00,DEV_005,20,63
DEV_005_2024-11-16 10:00:00,2024-11-16 10:00:00,DEV_005,90,22
DEV_005_2024-11-16 12:00:00,2024-11-16 12:00:00,DEV_005,15,26
DEV_005_2024-11-16 14:00:00,2024-11-16 14:00:00,DEV_005,45,24
DEV_005_2024-11-16 16:00:00,2024-11-16 16:00:00,DEV_005,71,35
DEV_005_2024-11-16 18:00:00,2024-11-16 18:00:00,DEV_005,36,3
DEV_005_2024-11-16 20:00:00,2024-11-16 20:00:00,DEV_005,66,12
DEV_005_2024-11-16 22:00:00,2024-11-16 22:00:00,DEV_005,51,48
DEV_005_2024-11-17 00:00:00,2024-11-17 00:00:00,DEV_005,93,74
DEV_005_2024-11-17 02:00:00,2024-11-17 02:00:00,DEV_005,11,19
DEV_005_2024-11-17 04:00:00,2024-11-17 04:00:00,DEV_005,93,37
DEV_005_2024-11-17 06:00:00,2024-11-17 06:00:00,DEV_005,45,60
DEV_005_2024-11-17 08:00:00,2024-11-17 08:00:00,DEV_005,35,12
DEV_005_2024-11-17 10:00:00,2024-11-17 10:00:00,DEV_005,39,34
DEV_005_2024-11-17 12:00:00,2024-11-17 12:00:00,DEV_005,16,89
DEV_005_2024-11-17 14:00:00,2024-11-17 14:00:00,DEV_005,42,16
DEV_005_2024-11-17 16:00:00,2024-11-17 16:00:00,DEV_005,51,63
DEV_005_2024-11-17 18:00:00,2024-11-17 18:00:00,DEV_005,6,28
DEV_005_2024-11-17 20:00:00,2024-11-17 20:00:00,DEV_005,75,46
DEV_005_2024-11-17 22:00:00,2024-11-17 22:00:00,DEV_005,66,67
DEV_005_2024-11-18 00:00:00,2024-11-18 00:00:00,DEV_005,75,91
DEV_005_2024-11-18 02:00:00,2024-11-18 02:00:00,DEV_005,85,97
DEV_005_2024-11-18 04:00:00,2024-11-18 04:00:00,DEV_005,14,82
DEV_005_2024-11-18 06:00:00,2024-11-18 06:00:00,DEV_005,89,39
DEV_005_2024-11-18 08:00:00,2024-11-18 08:00:00,DEV_005,45,53
DEV_005_2024-11-18 10:00:00,2024-11-18 10:00:00,DEV_005,57,58
DEV_005_2024-11-18 12:00:00,2024-11-18 12:00:00,DEV_005,16,51
DEV_005_2024-11-18 14:00:00,2024-11-18 14:00:00,DEV_005,45,96
DEV_005_2024-11-18 16:00:00,2024-11-18 16:00:00,DEV_005,55,65
DEV_005_2024-11-18 18:00:00,2024-11-18 18:00:00,DEV_005,68,30
DEV_005_2024-11-18 20:00:00,2024-11-18 20:00:00,DEV_005,50,40
DEV_005_2024-11-18 22:00:00,2024-11-18 22:00:00,DEV_005,8,79
DEV_005_2024-11-19 00:00:00,2024-11-19 00:00:00,DEV_005,78,57
DEV_005_2024-11-19 02:00:00,2024-11-19 02:00:00,DEV_005,59,8
DEV_005_2024-11-19 04:00:00,2024-11-19 04:00:00,DEV_005,17,97
DEV_005_2024-11-19 06:00:00,2024-11-19 06:00:00,DEV_005,74,19
DEV_005_2024-11-19 08:00:00,2024-11-19 08:00:00,DEV_005,73,95
DEV_005_2024-11-19 10:00:00,2024-11-19 10:00:00,DEV_005,12,94
DEV_005_2024-11-19 12:00:00,2024-11-19 12:00:00,DEV_005,61,45
DEV_005_2024-11-19 14:00:00,2024-11-19 14:00:00,DEV_005,81,18
DEV_005_2024-11-19 16:00:00,2024-11-19 16:00:00,DEV_005,64,18
DEV_005_2024-11-19 18:00:00,2024-11-19 18:00:00,DEV_005,50,23
DEV_005_2024-11-19 20:00:00,2024-11-19 20:00:00,DEV_005,76,3
DEV_005_2024-11-19 22:00:00,2024-11-19 22:00:00,DEV_005,55,57
DEV_005_2024-11-20 00:00:00,2024-11-20 00:00:00,DEV_005,31,42
DEV_005_2024-11-20 02:00:00,2024-11-20 02:00:00,DEV_005,93,90
DEV_005_2024-11-20 04:00:00,2024-11-20 04:00:00,DEV_005,75,63
DEV_005_2024-11-20 06:00:00,2024-11-20 06:00:00,DEV_005,49,38
DEV_005_2024-11-20 08:00:00,2024-11-20 08:00:00,DEV_005,74,58
DEV_005_2024-11-20 10:00:00,2024-11-20 10:00:00,DEV_005,33,17
DEV_005_2024-11-20 12:00:00,2024-11-20 12:00:00,DEV_005,33,44
DEV_005_2024-11-20 14:00:00,2024-11-20 14:00:00,DEV_005,91,9
DEV_005_2024-11-20 16:00:00,2024-11-20 16:00:00,DEV_005,49,12
DEV_005_2024-11-20 18:00:00,2024-11-20 18:00:00,DEV_005,42,16
DEV_005_2024-11-20 20:00:00,2024-11-20 20:00:00,DEV_005,99,79
DEV_005_2024-11-20 22:00:00,2024-11-20 22:00:00,DEV_005,3,32
DEV_005_2024-11-21 00:00:00,2024-11-21 00:00:00,DEV_005,68,19
DEV_005_2024-11-21 02:00:00,2024-11-21 02:00:00,DEV_005,62,41
DEV_005_2024-11-21 04:00:00,2024-11-21 04:00:00,DEV_005,5,61
DEV_005_2024-11-21 06:00:00,2024-11-21 06:00:00,DEV_005,22,61
DEV_005_2024-11-21 08:00:00,2024-11-21 08:00:00,DEV_005,90,52
DEV_005_2024-11-21 10:00:00,2024-11-21 10:00:00,DEV_005,34,6
DEV_005_2024-11-21 12:00:00,2024-11-21 12:00:00,DEV_005,78,92
DEV_005_2024-11-21 14:00:00,2024-11-21 14:00:00,DEV_005,86,46
DEV_005_2024-11-21 16:00:00,2024-11-21 16:00:00,DEV_005,6,37
DEV_005_2024-11-21 18:00:00,2024-11-21 18:00:00,DEV_005,63,8
DEV_005_2024-11-21 20:00:00,2024-11-21 20:00:00,DEV_005,40,36
DEV_005_2024-11-21 22:00:00,2024-11-21 22:00:00,DEV_005,4,81
DEV_005_2024-11-22 00:00:00,2024-11-22 00:00:00,DEV_005,62,88
DEV_005_2024-11-22 02:00:00,2024-11-22 02:00:00,DEV_005,10,75
DEV_005_2024-11-22 04:00:00,2024-11-22 04:00:00,DEV_005,79,62
DEV_005_2024-11-22 06:00:00,2024-11-22 06:00:00,DEV_005,96,71
DEV_005_2024-11-22 08:00:00,2024-11-22 08:00:00,DEV_005,11,36
DEV_005_2024-11-22 10:00:00,2024-11-22 10:00:00,DEV_005,80,55
DEV_005_2024-11-22 12:00:00,2024-11-22 12:00:00,DEV_005,33,35
DEV_005_2024-11-22 14:00:00,2024-11-22 14:00:00,DEV_005,48,95
DEV_005_2024-11-22 16:00:00,2024-11-22 16:00:00,DEV_005,39,97
DEV_005_2024-11-22 18:00:00,2024-11-22 18:00:00,DEV_005,37,42
DEV_005_2024-11-22 20:00:00,2024-11-22 20:00:00,DEV_005,8,6
DEV_005_2024-11-22 22:00:00,2024-11-22 22:00:00,DEV_005,55,12
DEV_005_2024-11-23 00:00:00,2024-11-23 00:00:00,DEV_005,61,10
DEV_005_2024-11-23 02:00:00,2024-11-23 02:00:00,DEV_005,14,78
DEV_005_2024-11-23 04:00:00,2024-11-23 04:00:00,DEV_005,61,93
DEV_005_2024-11-23 06:00:00,2024-11-23 06:00:00,DEV_005,89,81
DEV_005_2024-11-23 08:00:00,2024-11-23 08:00:00,DEV_005,74,31
DEV_005_2024-11-23 10:00:00,2024-11-23 10:00:00,DEV_005,52,41
DEV_005_2024-11-23 12:00:00,2024-11-23 12:00:00,DEV_005,63,36
DEV_005_2024-11-23 14:00:00,2024-11-23 14:00:00,DEV_005,83,34
DEV_005_2024-11-23 16:00:00,2024-11-23 16:00:00,DEV_005,22,84
DEV_005_2024-11-23 18:00:00,2024-11-23 18:00:00,DEV_005,57,66
DEV_005_2024-11-23 20:00:00,2024-11-23 20:00:00,DEV_005,26,27
DEV_005_2024-11-23 22:00:00,2024-11-23 22:00:00,DEV_005,29,42
DEV_005_2024-11-24 00:00:00,2024-11-24 00:00:00,DEV_005,82,65
DEV_005_2024-11-24 02:00:00,2024-11-24 02:00:00,DEV_005,44,49
DEV_005_2024-11-24 04:00:00,2024-11-24 04:00:00,DEV_005,52,23
DEV_005_2024-11-24 06:00:00,2024-11-24 06:00:00,DEV_005,38,39
DEV_005_2024-11-24 08:00:00,2024-11-24 08:00:00,DEV_005,77,99
DEV_005_2024-11-24 10:00:00,2024-11-24 10:00:00,DEV_005,91,96
DEV_005_2024-11-24 12:00:00,2024-11-24 12:00:00,DEV_005,7,86
DEV_005_2024-11-24 14:00:00,2024-11-24 14:00:00,DEV_005,54,99
DEV_005_2024-11-24 16:00:00,2024-11-24 16:00:00,DEV_005,95,15
DEV_005_2024-11-24 18:00:00,2024-11-24 18:00:00,DEV_005,47,85
DEV_005_2024-11-24 20:00:00,2024-11-24 20:00:00,DEV_005,82,12
DEV_005_2024-11-24 22:00:00,2024-11-24 22:00:00,DEV_005,84,60
DEV_005_2024-11-25 00:00:00,2024-11-25 00:00:00,DEV_005,88,31
DEV_005_2024-11-25 02:00:00,2024-11-25 02:00:00,DEV_005,5,45
DEV_005_2024-11-25 04:00:00,2024-11-25 04:00:00,DEV_005,53,29
DEV_005_2024-11-25 06:00:00,2024-11-25 06:00:00,DEV_005,41,74
DEV_005_2024-11-25 08:00:00,2024-11-25 08:00:00,DEV_005,92,90
DEV_005_2024-11-25 10:00:00,2024-11-25 10:00:00,DEV_005,28,25
DEV_005_2024-11-25 12:00:00,2024-11-25 12:00:00,DEV_005,19,41
DEV_005_2024-11-25 14:00:00,2024-11-25 14:00:00,DEV_005,98,90
DEV_005_2024-11-25 16:00:00,2024-11-25 16:00:00,DEV_005,63,45
DEV_005_2024-11-25 18:00:00,2024-11-25 18:00:00,DEV_005,45,40
DEV_005_2024-11-25 20:00:00,2024-11-25 20:00:00,DEV_005,95,15
DEV_005_2024-11-25 22:00:00,2024-11-25 22:00:00,DEV_005,45,12
DEV_005_2024-11-26 00:00:00,2024-11-26 00:00:00,DEV_005,16,53
DEV_005_2024-11-26 02:00:00,2024-11-26 02:00:00,DEV_005,16,39
DEV_005_2024-11-26 04:00:00,2024-11-26 04:00:00,DEV_005,62,18
DEV_005_2024-11-26 06:00:00,2024-11-26 06:00:00,DEV_005,36,16
DEV_005_2024-11-26 08:00:00,2024-11-26 08:00:00,DEV_005,66,5
DEV_005_2024-11-26 10:00:00,2024-11-26 10:00:00,DEV_005,90,89
DEV_005_2024-11-26 12:00:00,2024-11-26 12:00:00,DEV_005,63,63
DEV_005_2024-11-26 14:00:00,2024-11-26 14:00:00,DEV_005,23,28
DEV_005_2024-11-26 16:00:00,2024-11-26 16:00:00,DEV_005,27,29
DEV_005_2024-11-26 18:00:00,2024-11-26 18:00:00,DEV_005,26,79
DEV_005_2024-11-26 20:00:00,2024-11-26 20:00:00,DEV_005,58,2
DEV_005_2024-11-26 22:00:00,2024-11-26 22:00:00,DEV_005,22,53
DEV_005_2024-11-27 00:00:00,2024-11-27 00:00:00,DEV_005,18,27
DEV_005_2024-11-27 02:00:00,2024-11-27 02:00:00,DEV_005,48,83
DEV_005_2024-11-27 04:00:00,2024-11-27 04:00:00,DEV_005,59,45
DEV_005_2024-11-27 06:00:00,2024-11-27 06:00:00,DEV_005,87,98
DEV_005_2024-11-27 08:00:00,2024-11-27 08:00:00,DEV_005,70,78
DEV_005_2024-11-27 10:00:00,2024-11-27 10:00:00,DEV_005,65,93
DEV_005_2024-11-27 12:00:00,2024-11-27 12:00:00,DEV_005,11,93
DEV_005_2024-11-27 14:00:00,2024-11-27 14:00:00,DEV_005,48,91
DEV_005_2024-11-27 16:00:00,2024-11-27 16:00:00,DEV_005,21,49
DEV_005_2024-11-27 18:00:00,2024-11-27 18:00:00,DEV_005,73,39
DEV_005_2024-11-27 20:00:00,2024-11-27 20:00:00,DEV_005,93,63
DEV_005_2024-11-27 22:00:00,2024-11-27 22:00:00,DEV_005,34,80
DEV_005_2024-11-28 00:00:00,2024-11-28 00:00:00,DEV_005,57,62
DEV_005_2024-11-28 02:00:00,2024-11-28 02:00:00,DEV_005,71,74
DEV_005_2024-11-28 04:00:00,2024-11-28 04:00:00,DEV_005,3,88
DEV_005_2024-11-28 06:00:00,2024-11-28 06:00:00,DEV_005,80,35
DEV_005_2024-11-28 08:00:00,2024-11-28 08:00:00,DEV_005,12,91
DEV_005_2024-11-28 10:00:00,2024-11-28 10:00:00,DEV_005,99,44
DEV_005_2024-11-28 12:00:00,2024-11-28 12:00:00,DEV_005,21,55
DEV_005_2024-11-28 14:00:00,2024-11-28 14:00:00,DEV_005,7,34
DEV_005_2024-11-28 16:00:00,2024-11-28 16:00:00,DEV_005,69,60
DEV_005_2024-11-28 18:00:00,2024-11-28 18:00:00,DEV_005,15,65
DEV_005_2024-11-28 20:00:00,2024-11-28 20:00:00,DEV_005,63,9
DEV_005_2024-11-28 22:00:00,2024-11-28 22:00:00,DEV_005,55,94
DEV_005_2024-11-29 00:00:00,2024-11-29 00:00:00,DEV_005,24,45
DEV_005_2024-11-29 02:00:00,2024-11-29 02:00:00,DEV_005,89,71
DEV_005_2024-11-29 04:00:00,2024-11-29 04:00:00,DEV_005,14,37
DEV_005_2024-11-29 06:00:00,2024-11-29 06:00:00,DEV_005,51,24
DEV_005_2024-11-29 08:00:00,2024-11-29 08:00:00,DEV_005,55,8
DEV_005_2024-11-29 10:00:00,2024-11-29 10:00:00,DEV_005,25,45
DEV_005_2024-11-29 12:00:00,2024-11-29 12:00:00,DEV_005,25,63
DEV_005_2024-11-29 14:00:00,2024-11-29 14:00:00,DEV_005,3,57
DEV_005_2024-11-29 16:00:00,2024-11-29 16:00:00,DEV_005,24,10
DEV_005_2024-11-29 18:00:00,2024-11-29 18:00:00,DEV_005,8,83
DEV_005_2024-11-29 20:00:00,2024-11-29 20:00:00,DEV_005,87,2
DEV_005_2024-11-29 22:00:00,2024-11-29 22:00:00,DEV_005,10,88
DEV_005_2024-11-30 00:00:00,2024-11-30 00:00:00,DEV_005,48,75
DEV_005_2024-11-30 02:00:00,2024-11-30 02:00:00,DEV_005,28,73
DEV_005_2024-11-30 04:00:00,2024-11-30 04:00:00,DEV_005,77,38
DEV_005_2024-11-30 06:00:00,2024-11-30 06:00:00,DEV_005,28,35
DEV_005_2024-11-30 08:00:00,2024-11-30 08:00:00,DEV_005,37,38
DEV_005_2024-11-30 10:00:00,2024-11-30 10:00:00,DEV_005,21,5
DEV_005_2024-11-30 12:00:00,2024-11-30 12:00:00,DEV_005,84,41
DEV_005_2024-11-30 14:00:00,2024-11-30 14:00:00,DEV_005,54,76
DEV_005_2024-11-30 16:00:00,2024-11-30 16:00:00,DEV_005,2,67
DEV_005_2024-11-30 18:00:00,2024-11-30 18:00:00,DEV_005,61,28
DEV_005_2024-11-30 20:00:00,2024-11-30 20:00:00,DEV_005,19,18
DEV_005_2024-11-30 22:00:00,2024-11-30 22:00:00,DEV_005,93,5
DEV_005_2024-12-01 00:00:00,2024-12-01 00:00:00,DEV_005,25,67
DEV_005_2024-12-01 02:00:00,2024-12-01 02:00:00,DEV_005,69,55
DEV_005_2024-12-01 04:00:00,2024-12-01 04:00:00,DEV_005,72,67
DEV_005_2024-12-01 06:00:00,2024-12-01 06:00:00,DEV_005,86,19
DEV_005_2024-12-01 08:00:00,2024-12-01 08:00:00,DEV_005,49,20
DEV_005_2024-12-01 10:00:00,2024-12-01 10:00:00,DEV_005,55,84
DEV_005_2024-12-01 12:00:00,2024-12-01 12:00:00,DEV_005,21,44
DEV_005_2024-12-01 14:00:00,2024-12-01 14:00:00,DEV_005,28,83
DEV_005_2024-12-01 16:00:00,2024-12-01 16:00:00,DEV_005,22,62
DEV_005_2024-12-01 18:00:00,2024-12-01 18:00:00,DEV_005,1,26
DEV_005_2024-12-01 20:00:00,2024-12-01 20:00:00,DEV_005,76,85
DEV_005_2024-12-01 22:00:00,2024-12-01 22:00:00,DEV_005,70,45
DEV_005_2024-12-02 00:00:00,2024-12-02 00:00:00,DEV_005,66,42
DEV_005_2024-12-02 02:00:00,2024-12-02 02:00:00,DEV_005,30,69
DEV_005_2024-12-02 04:00:00,2024-12-02 04:00:00,DEV_005,39,33
DEV_005_2024-12-02 06:00:00,2024-12-02 06:00:00,DEV_005,37,8
DEV_005_2024-12-02 08:00:00,2024-12-02 08:00:00,DEV_005,35,62
DEV_005_2024-12-02 10:00:00,2024-12-02 10:00:00,DEV_005,54,85
DEV_005_2024-12-02 12:00:00,2024-12-02 12:00:00,DEV_005,92,8
DEV_005_2024-12-02 14:00:00,2024-12-02 14:00:00,DEV_005,96,66
DEV_005_2024-12-02 16:00:00,2024-12-02 16:00:00,DEV_005,73,34
DEV_005_2024-12-02 18:00:00,2024-12-02 18:00:00,DEV_005,9,9
DEV_005_2024-12-02 20:00:00,2024-12-02 20:00:00,DEV_005,91,84
DEV_005_2024-12-02 22:00:00,2024-12-02 22:00:00,DEV_005,12,45
DEV_005_2024-12-03 00:00:00,2024-12-03 00:00:00,DEV_005,2,64
DEV_005_2024-12-03 02:00:00,2024-12-03 02:00:00,DEV_005,11,4
DEV_005_2024-12-03 04:00:00,2024-12-03 04:00:00,DEV_005,28,84
DEV_005_2024-12-03 06:00:00,2024-12-03 06:00:00,DEV_005,91,2
DEV_005_2024-12-03 08:00:00,2024-12-03 08:00:00,DEV_005,49,25
DEV_005_2024-12-03 10:00:00,2024-12-03 10:00:00,DEV_005,70,55
DEV_005_2024-12-03 12:00:00,2024-12-03 12:00:00,DEV_005,92,26
DEV_005_2024-12-03 14:00:00,2024-12-03 14:00:00,DEV_005,54,58
DEV_005_2024-12-03 16:00:00,2024-12-03 16:00:00,DEV_005,3,56
DEV_005_2024-12-03 18:00:00,2024-12-03 18:00:00,DEV_005,32,63
DEV_005_2024-12-03 20:00:00,2024-12-03 20:00:00,DEV_005,41,72
DEV_005_2024-12-03 22:00:00,2024-12-03 22:00:00,DEV_005,57,91
DEV_005_2024-12-04 00:00:00,2024-12-04 00:00:00,DEV_005,57,74
DEV_005_2024-12-04 02:00:00,2024-12-04 02:00:00,DEV_005,25,6
DEV_005_2024-12-04 04:00:00,2024-12-04 04:00:00,DEV_005,38,5
DEV_005_2024-12-04 06:00:00,2024-12-04 06:00:00,DEV_005,92,57
DEV_005_2024-12-04 08:00:00,2024-12-04 08:00:00,DEV_005,64,67
DEV_005_2024-12-04 10:00:00,2024-12-04 10:00:00,DEV_005,34,91
DEV_005_2024-12-04 12:00:00,2024-12-04 12:00:00,DEV_005,74,34
DEV_005_2024-12-04 14:00:00,2024-12-04 14:00:00,DEV_005,55,52
DEV_005_2024-12-04 16:00:00,2024-12-04 16:00:00,DEV_005,36,55
DEV_005_2024-12-04 18:00:00,2024-12-04 18:00:00,DEV_005,9,74
DEV_005_2024-12-04 20:00:00,2024-12-04 20:00:00,DEV_005,4,27
DEV_005_2024-12-04 22:00:00,2024-12-04 22:00:00,DEV_005,34,32
DEV_005_2024-12-05 00:00:00,2024-12-05 00:00:00,DEV_005,99,42
DEV_005_2024-12-05 02:00:00,2024-12-05 02:00:00,DEV_005,53,51
DEV_005_2024-12-05 04:00:00,2024-12-05 04:00:00,DEV_005,91,32
DEV_005_2024-12-05 06:00:00,2024-12-05 06:00:00,DEV_005,17,31
DEV_005_2024-12-05 08:00:00,2024-12-05 08:00:00,DEV_005,75,60
DEV_005_2024-12-05 10:00:00,2024-12-05 10:00:00,DEV_005,76,51
DEV_005_2024-12-05 12:00:00,2024-12-05 12:00:00,DEV_005,33,5
DEV_005_2024-12-05 14:00:00,2024-12-05 14:00:00,DEV_005,10,44
DEV_005_2024-12-05 16:00:00,2024-12-05 16:00:00,DEV_005,84,88
DEV_005_2024-12-05 18:00:00,2024-12-05 18:00:00,DEV_005,6,12
DEV_005_2024-12-05 20:00:00,2024-12-05 20:00:00,DEV_005,89,25
DEV_005_2024-12-05 22:00:00,2024-12-05 22:00:00,DEV_005,26,71
DEV_005_2024-12-06 00:00:00,2024-12-06 00:00:00,DEV_005,67,20
DEV_005_2024-12-06 02:00:00,2024-12-06 02:00:00,DEV_005,70,19
DEV_005_2024-12-06 04:00:00,2024-12-06 04:00:00,DEV_005,21,47
DEV_005_2024-12-06 06:00:00,2024-12-06 06:00:00,DEV_005,65,77
DEV_005_2024-12-06 08:00:00,2024-12-06 08:00:00,DEV_005,59,95
DEV_005_2024-12-06 10:00:00,2024-12-06 10:00:00,DEV_005,98,72
DEV_005_2024-12-06 12:00:00,2024-12-06 12:00:00,DEV_005,52,55
DEV_005_2024-12-06 14:00:00,2024-12-06 14:00:00,DEV_005,74,21
DEV_005_2024-12-06 16:00:00,2024-12-06 16:00:00,DEV_005,24,56
DEV_005_2024-12-06 18:00:00,2024-12-06 18:00:00,DEV_005,14,45
DEV_005_2024-12-06 20:00:00,2024-12-06 20:00:00,DEV_005,17,50
DEV_005_2024-12-06 22:00:00,2024-12-06 22:00:00,DEV_005,80,20
DEV_005_2024-12-07 00:00:00,2024-12-07 00:00:00,DEV_005,6,56
DEV_005_2024-12-07 02:00:00,2024-12-07 02:00:00,DEV_005,98,10
DEV_005_2024-12-07 04:00:00,2024-12-07 04:00:00,DEV_005,35,29
DEV_005_2024-12-07 06:00:00,2024-12-07 06:00:00,DEV_005,76,98
DEV_005_2024-12-07 08:00:00,2024-12-07 08:00:00,DEV_005,93,20
DEV_005_2024-12-07 10:00:00,2024-12-07 10:00:00,DEV_005,25,35
DEV_005_2024-12-07 12:00:00,2024-12-07 12:00:00,DEV_005,38,80
DEV_005_2024-12-07 14:00:00,2024-12-07 14:00:00,DEV_005,44,76
DEV_005_2024-12-07 16:00:00,2024-12-07 16:00:00,DEV_005,24,96
DEV_005_2024-12-07 18:00:00,2024-12-07 18:00:00,DEV_005,77,2
DEV_005_2024-12-07 20:00:00,2024-12-07 20:00:00,DEV_005,69,81
DEV_005_2024-12-07 22:00:00,2024-12-07 22:00:00,DEV_005,59,16
DEV_005_2024-12-08 00:00:00,2024-12-08 00:00:00,DEV_005,20,98
DEV_005_2024-12-08 02:00:00,2024-12-08 02:00:00,DEV_005,28,39
DEV_005_2024-12-08 04:00:00,2024-12-08 04:00:00,DEV_005,87,25
DEV_005_2024-12-08 06:00:00,2024-12-08 06:00:00,DEV_005,7,83
DEV_005_2024-12-08 08:00:00,2024-12-08 08:00:00,DEV_005,42,6
DEV_005_2024-12-08 10:00:00,2024-12-08 10:00:00,DEV_005,10,28
DEV_005_2024-12-08 12:00:00,2024-12-08 12:00:00,DEV_005,99,19
DEV_005_2024-12-08 14:00:00,2024-12-08 14:00:00,DEV_005,56,67
DEV_005_2024-12-08 16:00:00,2024-12-08 16:00:00,DEV_005,90,24
DEV_005_2024-12-08 18:00:00,2024-12-08 18:00:00,DEV_005,61,46
DEV_005_2024-12-08 20:00:00,2024-12-08 20:00:00,DEV_005,2,73
DEV_005_2024-12-08 22:00:00,2024-12-08 22:00:00,DEV_005,21,87
DEV_005_2024-12-09 00:00:00,2024-12-09 00:00:00,DEV_005,47,69
DEV_005_2024-12-09 02:00:00,2024-12-09 02:00:00,DEV_005,12,65
DEV_005_2024-12-09 04:00:00,2024-12-09 04:00:00,DEV_005,37,75
DEV_005_2024-12-09 06:00:00,2024-12-09 06:00:00,DEV_005,89,14
DEV_005_2024-12-09 08:00:00,2024-12-09 08:00:00,DEV_005,37,8
DEV_005_2024-12-09 10:00:00,2024-12-09 10:00:00,DEV_005,5,82
DEV_005_2024-12-09 12:00:00,2024-12-09 12:00:00,DEV_005,97,47
DEV_005_2024-12-09 14:00:00,2024-12-09 14:00:00,DEV_005,34,81
DEV_005_2024-12-09 16:00:00,2024-12-09 16:00:00,DEV_005,1,26
DEV_005_2024-12-09 18:00:00,2024-12-09 18:00:00,DEV_005,25,22
DEV_005_2024-12-09 20:00:00,2024-12-09 20:00:00,DEV_005,20,89
DEV_005_2024-12-09 22:00:00,2024-12-09 22:00:00,DEV_005,62,43
DEV_005_2024-12-10 00:00:00,2024-12-10 00:00:00,DEV_005,40,38
DEV_005_2024-12-10 02:00:00,2024-12-10 02:00:00,DEV_005,7,67
DEV_005_2024-12-10 04:00:00,2024-12-10 04:00:00,DEV_005,59,55
DEV_005_2024-12-10 06:00:00,2024-12-10 06:00:00,DEV_005,57,61
DEV_005_2024-12-10 08:00:00,2024-12-10 08:00:00,DEV_005,51,8
DEV_005_2024-12-10 10:00:00,2024-12-10 10:00:00,DEV_005,35,61
DEV_005_2024-12-10 12:00:00,2024-12-10 12:00:00,DEV_005,62,61
DEV_005_2024-12-10 14:00:00,2024-12-10 14:00:00,DEV_005,92,69
DEV_005_2024-12-10 16:00:00,2024-12-10 16:00:00,DEV_005,2,9
DEV_005_2024-12-10 18:00:00,2024-12-10 18:00:00,DEV_005,85,51
DEV_005_2024-12-10 20:00:00,2024-12-10 20:00:00,DEV_005,97,3
DEV_005_2024-12-10 22:00:00,2024-12-10 22:00:00,DEV_005,49,38
DEV_005_2024-12-11 00:00:00,2024-12-11 00:00:00,DEV_005,78,6
DEV_005_2024-12-11 02:00:00,2024-12-11 02:00:00,DEV_005,58,9
DEV_005_2024-12-11 04:00:00,2024-12-11 04:00:00,DEV_005,44,24
DEV_005_2024-12-11 06:00:00,2024-12-11 06:00:00,DEV_005,79,22
DEV_005_2024-12-11 08:00:00,2024-12-11 08:00:00,DEV_005,45,13
DEV_005_2024-12-11 10:00:00,2024-12-11 10:00:00,DEV_005,58,53
DEV_005_2024-12-11 12:00:00,2024-12-11 12:00:00,DEV_005,13,49
DEV_005_2024-12-11 14:00:00,2024-12-11 14:00:00,DEV_005,24,88
DEV_005_2024-12-11 16:00:00,2024-12-11 16:00:00,DEV_005,63,35
